technology,country,experience_years,salary_usd,company_size,salary_idr
React,Indonesia,3,113847,Medium,1707705000
Express.js,Indonesia,3,113847,Medium,1707705000
Angular,Indonesia,3,113847,Medium,1707705000
Node.js,Indonesia,3,113847,Medium,1707705000
C#,Indonesia,13,102842,Large,1542630000
JavaScript,Indonesia,13,102842,Large,1542630000
PostgreSQL,Indonesia,13,102842,Large,1542630000
Azure,Indonesia,13,102842,Large,1542630000
Docker,Indonesia,13,102842,Large,1542630000
PHP,Indonesia,13,102842,Large,1542630000
MySQL,Indonesia,13,102842,Large,1542630000
Java,Indonesia,13,102842,Large,1542630000
AWS,Malaysia,12,63969,Medium,959535000
JavaScript,Malaysia,12,63969,Medium,959535000
Spring Boot,Malaysia,12,63969,Medium,959535000
MySQL,Malaysia,12,63969,Medium,959535000
Java,Malaysia,12,63969,Medium,959535000
Express.js,Malaysia,12,63969,Medium,959535000
Django,Thailand,10,30382,Medium,455730000
MySQL,Thailand,10,30382,Medium,455730000
Spring Boot,Thailand,10,30382,Medium,455730000
Express.js,Thailand,10,30382,Medium,455730000
MongoDB,Thailand,10,30382,Medium,455730000
Laravel,Thailand,10,30382,Medium,455730000
C#,Thailand,10,30382,Medium,455730000
AWS,Thailand,12,62114,Large,931710000
Kubernetes,Thailand,12,62114,Large,931710000
PostgreSQL,Thailand,12,62114,Large,931710000
TypeScript,Thailand,12,62114,Large,931710000
Git,Thailand,12,62114,Large,931710000
C#,Thailand,12,62114,Large,931710000
Vue.js,Malaysia,13,18989,Medium,284835000
PostgreSQL,Malaysia,13,18989,Medium,284835000
Spring Boot,Malaysia,13,18989,Medium,284835000
Linux,Malaysia,13,18989,Medium,284835000
React,Malaysia,13,18989,Medium,284835000
Git,Malaysia,13,18989,Medium,284835000
MySQL,Malaysia,13,18989,Medium,284835000
JavaScript,Indonesia,2,98544,Medium,1478160000
Python,Indonesia,2,98544,Medium,1478160000
Java,Indonesia,2,98544,Medium,1478160000
PHP,Indonesia,2,98544,Medium,1478160000
React,Indonesia,2,98544,Medium,1478160000
Node.js,Indonesia,2,98544,Medium,1478160000
Django,Indonesia,2,98544,Medium,1478160000
Laravel,Indonesia,2,98544,Medium,1478160000
TypeScript,Malaysia,13,25816,Small,387240000
Linux,Malaysia,13,25816,Small,387240000
Angular,Malaysia,13,25816,Small,387240000
JavaScript,Malaysia,13,25816,Small,387240000
Python,Indonesia,15,91336,Large,1370040000
Git,Indonesia,15,91336,Large,1370040000
C++,Indonesia,15,91336,Large,1370040000
MySQL,Indonesia,15,91336,Large,1370040000
AWS,Indonesia,15,91336,Large,1370040000
Spring Boot,Indonesia,15,91336,Large,1370040000
PostgreSQL,Indonesia,15,91336,Large,1370040000
Java,Indonesia,15,91336,Large,1370040000
Laravel,Malaysia,11,103207,Large,1548105000
Angular,Malaysia,11,103207,Large,1548105000
MongoDB,Malaysia,11,103207,Large,1548105000
Azure,Malaysia,11,103207,Large,1548105000
Vue.js,Malaysia,11,103207,Large,1548105000
MySQL,Malaysia,11,103207,Large,1548105000
TypeScript,Malaysia,11,103207,Large,1548105000
Express.js,Singapore,5,113348,Large,1700220000
JavaScript,Singapore,5,113348,Large,1700220000
Angular,Singapore,5,113348,Large,1700220000
AWS,Singapore,5,113348,Large,1700220000
TypeScript,Singapore,5,113348,Large,1700220000
JavaScript,Singapore,12,63335,Small,950025000
Git,Singapore,12,63335,Small,950025000
PostgreSQL,Singapore,12,63335,Small,950025000
Kubernetes,Singapore,12,63335,Small,950025000
C++,Singapore,12,63335,Small,950025000
Express.js,Singapore,12,63335,Small,950025000
Laravel,Malaysia,6,21031,Medium,315465000
Docker,Malaysia,6,21031,Medium,315465000
Azure,Malaysia,6,21031,Medium,315465000
Java,Malaysia,6,21031,Medium,315465000
Python,Malaysia,6,21031,Medium,315465000
Linux,Malaysia,6,21031,Medium,315465000
Express.js,Malaysia,7,23526,Large,352890000
MySQL,Malaysia,7,23526,Large,352890000
C++,Malaysia,7,23526,Large,352890000
PHP,Malaysia,7,23526,Large,352890000
PostgreSQL,Malaysia,7,23526,Large,352890000
Django,Malaysia,7,23526,Large,352890000
MongoDB,Indonesia,7,79851,Small,1197765000
Python,Indonesia,7,79851,Small,1197765000
TypeScript,Indonesia,7,79851,Small,1197765000
Java,Indonesia,7,79851,Small,1197765000
Git,Indonesia,7,79851,Small,1197765000
Laravel,Indonesia,7,79851,Small,1197765000
Docker,Singapore,7,84127,Medium,1261905000
PostgreSQL,Singapore,7,84127,Medium,1261905000
Laravel,Singapore,7,84127,Medium,1261905000
React,Singapore,7,84127,Medium,1261905000
Express.js,Singapore,7,84127,Medium,1261905000
Git,Singapore,7,84127,Medium,1261905000
TypeScript,Singapore,7,84127,Medium,1261905000
PHP,Indonesia,3,108705,Large,1630575000
Django,Indonesia,3,108705,Large,1630575000
Git,Indonesia,3,108705,Large,1630575000
Azure,Indonesia,3,108705,Large,1630575000
C#,Indonesia,3,108705,Large,1630575000
Docker,Indonesia,3,108705,Large,1630575000
AWS,Indonesia,3,108705,Large,1630575000
Node.js,Indonesia,3,108705,Large,1630575000
C++,Singapore,4,40113,Large,601695000
Python,Singapore,4,40113,Large,601695000
Vue.js,Singapore,4,40113,Large,601695000
C#,Singapore,4,40113,Large,601695000
Angular,Singapore,4,40113,Large,601695000
MongoDB,Singapore,4,40113,Large,601695000
MySQL,Singapore,4,40113,Large,601695000
Spring Boot,Singapore,14,57589,Large,863835000
Kubernetes,Singapore,14,57589,Large,863835000
Azure,Singapore,14,57589,Large,863835000
Vue.js,Singapore,14,57589,Large,863835000
Python,Singapore,14,57589,Large,863835000
C#,Singapore,14,57589,Large,863835000
AWS,Singapore,14,57589,Large,863835000
React,Singapore,14,57589,Large,863835000
PHP,Singapore,5,57209,Large,858135000
Java,Singapore,5,57209,Large,858135000
Docker,Singapore,5,57209,Large,858135000
Django,Singapore,5,57209,Large,858135000
AWS,Singapore,5,57209,Large,858135000
PHP,Malaysia,3,119932,Medium,1798980000
Spring Boot,Malaysia,3,119932,Medium,1798980000
Express.js,Malaysia,3,119932,Medium,1798980000
Docker,Malaysia,3,119932,Medium,1798980000
Python,Malaysia,3,119932,Medium,1798980000
PostgreSQL,Thailand,9,65271,Small,979065000
Spring Boot,Thailand,9,65271,Small,979065000
MongoDB,Thailand,9,65271,Small,979065000
Express.js,Thailand,9,65271,Small,979065000
TypeScript,Thailand,9,65271,Small,979065000
Node.js,Thailand,9,65271,Small,979065000
Vue.js,Thailand,9,65271,Small,979065000
C++,Thailand,3,25101,Medium,376515000
Express.js,Thailand,3,25101,Medium,376515000
Laravel,Thailand,3,25101,Medium,376515000
React,Thailand,3,25101,Medium,376515000
Spring Boot,Thailand,3,25101,Medium,376515000
Vue.js,Thailand,3,25101,Medium,376515000
C#,Thailand,3,25101,Medium,376515000
Vue.js,Singapore,4,33245,Medium,498675000
Express.js,Singapore,4,33245,Medium,498675000
Azure,Singapore,4,33245,Medium,498675000
Django,Singapore,4,33245,Medium,498675000
AWS,Singapore,4,33245,Medium,498675000
Spring Boot,Singapore,4,33245,Medium,498675000
Node.js,Singapore,4,33245,Medium,498675000
Java,Indonesia,9,109351,Small,1640265000
Spring Boot,Indonesia,9,109351,Small,1640265000
C++,Indonesia,9,109351,Small,1640265000
Node.js,Indonesia,9,109351,Small,1640265000
JavaScript,Indonesia,9,109351,Small,1640265000
Kubernetes,Indonesia,9,109351,Small,1640265000
C#,Indonesia,9,109351,Small,1640265000
Node.js,Singapore,15,108198,Small,1622970000
C++,Singapore,15,108198,Small,1622970000
Kubernetes,Singapore,15,108198,Small,1622970000
JavaScript,Thailand,14,29641,Small,444615000
Django,Thailand,14,29641,Small,444615000
Node.js,Thailand,14,29641,Small,444615000
C#,Thailand,14,29641,Small,444615000
Docker,Thailand,14,29641,Small,444615000
React,Thailand,14,29641,Small,444615000
Spring Boot,Singapore,1,62752,Large,941280000
TypeScript,Singapore,1,62752,Large,941280000
PostgreSQL,Singapore,1,62752,Large,941280000
Linux,Singapore,3,53502,Large,802530000
Vue.js,Singapore,3,53502,Large,802530000
PostgreSQL,Singapore,3,53502,Large,802530000
Angular,Singapore,8,100895,Small,1513425000
JavaScript,Singapore,8,100895,Small,1513425000
Azure,Singapore,8,100895,Small,1513425000
Java,Singapore,8,100895,Small,1513425000
PHP,Singapore,8,100895,Small,1513425000
JavaScript,Indonesia,12,70436,Large,1056540000
PHP,Indonesia,12,70436,Large,1056540000
Linux,Indonesia,12,70436,Large,1056540000
Linux,Thailand,4,48391,Medium,725865000
Azure,Thailand,4,48391,Medium,725865000
Docker,Thailand,4,48391,Medium,725865000
TypeScript,Thailand,4,48391,Medium,725865000
JavaScript,Thailand,4,48391,Medium,725865000
C#,Thailand,4,48391,Medium,725865000
MongoDB,Thailand,4,48391,Medium,725865000
Node.js,Thailand,4,40389,Medium,605835000
Azure,Thailand,4,40389,Medium,605835000
Express.js,Thailand,4,40389,Medium,605835000
Git,Thailand,4,40389,Medium,605835000
Django,Thailand,4,40389,Medium,605835000
React,Thailand,4,40389,Medium,605835000
Kubernetes,Thailand,4,40389,Medium,605835000
Spring Boot,Indonesia,5,28006,Medium,420090000
Docker,Indonesia,5,28006,Medium,420090000
PostgreSQL,Indonesia,5,28006,Medium,420090000
Node.js,Indonesia,5,28006,Medium,420090000
AWS,Singapore,11,72816,Small,1092240000
PostgreSQL,Singapore,11,72816,Small,1092240000
MySQL,Singapore,11,72816,Small,1092240000
Django,Singapore,11,72816,Small,1092240000
Vue.js,Singapore,11,72816,Small,1092240000
TypeScript,Singapore,11,72816,Small,1092240000
MongoDB,Singapore,11,72816,Small,1092240000
Django,Malaysia,3,40107,Small,601605000
C++,Malaysia,3,40107,Small,601605000
Express.js,Malaysia,3,40107,Small,601605000
MySQL,Malaysia,3,40107,Small,601605000
Kubernetes,Malaysia,3,40107,Small,601605000
JavaScript,Malaysia,3,40107,Small,601605000
Vue.js,Malaysia,3,40107,Small,601605000
Angular,Malaysia,10,60905,Medium,913575000
AWS,Malaysia,10,60905,Medium,913575000
Git,Malaysia,10,60905,Medium,913575000
C++,Malaysia,10,60905,Medium,913575000
JavaScript,Thailand,12,29151,Small,437265000
Vue.js,Thailand,12,29151,Small,437265000
Kubernetes,Thailand,12,29151,Small,437265000
React,Thailand,12,29151,Small,437265000
C++,Thailand,12,29151,Small,437265000
Laravel,Thailand,12,29151,Small,437265000
Express.js,Thailand,12,29151,Small,437265000
MongoDB,Thailand,12,29151,Small,437265000
C#,Malaysia,12,98147,Small,1472205000
Angular,Malaysia,12,98147,Small,1472205000
C++,Malaysia,12,98147,Small,1472205000
Spring Boot,Malaysia,12,98147,Small,1472205000
TypeScript,Malaysia,12,98147,Small,1472205000
MySQL,Malaysia,12,98147,Small,1472205000
PostgreSQL,Indonesia,8,100117,Large,1501755000
Angular,Indonesia,8,100117,Large,1501755000
Docker,Indonesia,8,100117,Large,1501755000
Git,Indonesia,8,100117,Large,1501755000
Python,Indonesia,8,100117,Large,1501755000
Azure,Indonesia,8,100117,Large,1501755000
Kubernetes,Indonesia,5,115139,Medium,1727085000
React,Indonesia,5,115139,Medium,1727085000
PostgreSQL,Indonesia,5,115139,Medium,1727085000
Java,Indonesia,5,115139,Medium,1727085000
Node.js,Indonesia,5,115139,Medium,1727085000
C++,Indonesia,5,115139,Medium,1727085000
Vue.js,Indonesia,5,115139,Medium,1727085000
MySQL,Indonesia,5,115139,Medium,1727085000
Django,Malaysia,10,107628,Large,1614420000
Docker,Malaysia,10,107628,Large,1614420000
Kubernetes,Malaysia,10,107628,Large,1614420000
Azure,Malaysia,10,107628,Large,1614420000
MongoDB,Malaysia,10,107628,Large,1614420000
AWS,Malaysia,10,107628,Large,1614420000
PostgreSQL,Malaysia,8,49626,Small,744390000
MySQL,Malaysia,8,49626,Small,744390000
Spring Boot,Malaysia,8,49626,Small,744390000
Vue.js,Malaysia,8,49626,Small,744390000
TypeScript,Malaysia,8,49626,Small,744390000
Angular,Malaysia,8,49626,Small,744390000
Java,Singapore,5,94426,Large,1416390000
Laravel,Singapore,5,94426,Large,1416390000
Spring Boot,Singapore,5,94426,Large,1416390000
TypeScript,Singapore,5,94426,Large,1416390000
Python,Singapore,5,94426,Large,1416390000
Node.js,Singapore,5,94426,Large,1416390000
C#,Singapore,5,94426,Large,1416390000
JavaScript,Singapore,5,94426,Large,1416390000
React,Indonesia,12,85036,Large,1275540000
Docker,Indonesia,12,85036,Large,1275540000
Java,Indonesia,12,85036,Large,1275540000
MongoDB,Indonesia,3,116603,Medium,1749045000
Java,Indonesia,3,116603,Medium,1749045000
Vue.js,Indonesia,3,116603,Medium,1749045000
Python,Indonesia,3,116603,Medium,1749045000
Angular,Malaysia,9,87020,Medium,1305300000
MySQL,Malaysia,9,87020,Medium,1305300000
JavaScript,Malaysia,9,87020,Medium,1305300000
AWS,Malaysia,9,87020,Medium,1305300000
MongoDB,Malaysia,9,87020,Medium,1305300000
Vue.js,Malaysia,9,87020,Medium,1305300000
Azure,Malaysia,9,87020,Medium,1305300000
C#,Singapore,5,48842,Large,732630000
PHP,Singapore,5,48842,Large,732630000
MongoDB,Singapore,5,48842,Large,732630000
Spring Boot,Singapore,5,48842,Large,732630000
Express.js,Singapore,5,48842,Large,732630000
Python,Singapore,5,48842,Large,732630000
MySQL,Singapore,5,48842,Large,732630000
TypeScript,Singapore,5,48842,Large,732630000
C#,Indonesia,10,40954,Small,614310000
PostgreSQL,Indonesia,10,40954,Small,614310000
MySQL,Indonesia,10,40954,Small,614310000
Docker,Indonesia,10,40954,Small,614310000
Angular,Indonesia,10,40954,Small,614310000
C++,Indonesia,10,40954,Small,614310000
PHP,Indonesia,10,40954,Small,614310000
Kubernetes,Indonesia,10,40954,Small,614310000
Docker,Indonesia,10,115065,Medium,1725975000
MongoDB,Indonesia,10,115065,Medium,1725975000
C#,Indonesia,10,115065,Medium,1725975000
Node.js,Indonesia,10,115065,Medium,1725975000
C++,Indonesia,10,115065,Medium,1725975000
React,Indonesia,10,115065,Medium,1725975000
Linux,Indonesia,10,115065,Medium,1725975000
Java,Singapore,4,44094,Medium,661410000
Python,Singapore,4,44094,Medium,661410000
C#,Singapore,4,44094,Medium,661410000
PHP,Singapore,4,44094,Medium,661410000
PostgreSQL,Thailand,3,18983,Large,284745000
Azure,Thailand,3,18983,Large,284745000
Docker,Thailand,3,18983,Large,284745000
Linux,Thailand,13,39608,Medium,594120000
Java,Thailand,13,39608,Medium,594120000
Node.js,Thailand,13,39608,Medium,594120000
Laravel,Thailand,13,39608,Medium,594120000
Git,Thailand,13,39608,Medium,594120000
MySQL,Thailand,13,39608,Medium,594120000
Docker,Thailand,13,39608,Medium,594120000
JavaScript,Thailand,13,39608,Medium,594120000
Kubernetes,Singapore,15,92356,Small,1385340000
Vue.js,Singapore,15,92356,Small,1385340000
C#,Singapore,15,92356,Small,1385340000
PostgreSQL,Singapore,15,92356,Small,1385340000
TypeScript,Singapore,15,92356,Small,1385340000
JavaScript,Singapore,15,92356,Small,1385340000
